Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2007);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Categories
1;24404;Journal of Political Economy;journal;ISSN 1537534, 00223808;16.31;Q1;159;34;138;1145;774;137;5.11;33.68;United States;Economics and Econometrics (Q1)
2;29431;Quarterly Journal of Economics;journal;ISSN 00335533, 15314650;14.79;Q1;219;44;121;1761;761;120;4.88;40.02;United States;Economics and Econometrics (Q1)
3;19482;Econometrica;journal;ISSN 00129682, 14680262;11.619;Q1;158;55;180;1735;755;173;3.75;31.55;United Kingdom;Economics and Econometrics (Q1)
4;27165;Journal of Economic Literature;journal;ISSN 00220515;10.146;Q1;140;20;57;1744;438;56;5.92;87.2;United States;Economics and Econometrics (Q1)
5;17500;Journal of Finance;journal;ISSN 15406261, 00221082;9.87;Q1;249;87;268;3777;1510;262;5.03;43.41;United Kingdom;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
6;24202;Review of Economic Studies;journal;ISSN 1467937, 00346527;9.425;Q1;118;47;138;1700;473;137;3.1;36.17;United Kingdom;Economics and Econometrics (Q1)
7;20110;NBER Macroeconomics Annual;book serie;ISSN 08893365;7.766;Q1;51;19;69;476;70;18;3.08;25.05;United States;Economics and Econometrics (Q1)
8;24379;Journal of Financial Economics;journal;ISSN 0304405X, 0304405;7.436;Q1;206;104;243;4349;1163;241;4.31;41.82;Netherlands;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1); Strategy and Management (Q1)"
9;22951;Journal of Marketing;journal;ISSN 00222429, 15477185;7.31;Q1;208;50;133;3368;1083;128;6.34;67.36;United States;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
10;29838;Journal of Accounting and Economics;journal;ISSN 01654101;7.305;Q1;122;34;90;1266;362;86;4.27;37.24;Netherlands;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
11;22697;American Economic Review;journal;ISSN 00028282;7.267;Q1;237;193;530;4514;1829;508;2.86;23.39;United States;Economics and Econometrics (Q1)
12;16161;Review of Financial Studies;journal;ISSN 08939454, 14657368;6.306;Q1;145;59;120;2501;433;118;3.26;42.39;United Kingdom;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
13;28978;Journal of Economic Growth;journal;ISSN 15737020, 13814338;6.202;Q1;72;10;37;429;206;37;2.08;42.9;Netherlands;Economics and Econometrics (Q1)
14;17700155020;Handbook of Regional and Urban Economics;book serie;ISSN 15740080;6.102;Q1;25;0;24;0;124;22;0.0;0.0;Netherlands;"Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1)"
15;17700155024;Handbook of Economic Growth;book serie;ISSN 15740684;6.084;Q1;26;0;31;0;140;29;4.83;0.0;Netherlands;Economics and Econometrics (Q1)
16;29857;Journal of Accounting Research;journal;ISSN 1475679, 00218456;5.838;Q1;113;37;91;1523;302;81;2.84;41.16;United Kingdom;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
17;28980;Journal of Economic Perspectives;journal;ISSN 08953309;5.284;Q1;162;48;157;2262;664;144;3.88;47.13;United States;Economics and Econometrics (Q1)
18;28096;Accounting Review;journal;ISSN 00014826;4.731;Q1;125;45;136;1974;486;136;2.74;43.87;United States;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
19;23714;Marketing Science;journal;ISSN 1526548, 07322399;4.498;Q1;108;63;167;2679;635;159;3.57;42.52;United States;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
20;28418;Brookings Papers on Economic Activity;journal;ISSN 00072303, 15334465;4.374;Q1;70;32;33;802;85;29;2.19;25.06;United States;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)"
21;24204;Review of Economics and Statistics;journal;ISSN 00346535, 15309142;4.294;Q1;134;58;204;2126;701;202;2.46;36.66;United States;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
22;28981;Journal of Economic Theory;journal;ISSN 10957235, 00220531;4.288;Q1;84;195;235;4350;419;231;1.61;22.31;United States;Economics and Econometrics (Q1)
23;24393;Journal of International Economics;journal;ISSN 00221996;4.162;Q1;113;66;196;2003;465;191;2.09;30.35;Netherlands;"Economics and Econometrics (Q1); Finance (Q1)"
24;28973;Journal of Econometrics;journal;ISSN 03044076;4.107;Q1;127;187;301;6220;747;291;2.37;33.26;Netherlands;"Applied Mathematics (Q1); Economics and Econometrics (Q1); History and Philosophy of Science (Q1)"
25;20246;Journal of Labor Economics;journal;ISSN 15375307, 0734306X, 0734306;4.056;Q1;90;24;89;863;211;88;1.77;35.96;United States;"Economics and Econometrics (Q1); Industrial Relations (Q1)"
26;22961;Journal of Marketing Research;journal;ISSN 00222437, 15477193;3.767;Q1;141;58;159;2080;477;156;2.51;35.86;United States;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
27;22899;Journal of Consumer Research;journal;ISSN 15375277, 00935301;3.755;Q1;146;63;202;2198;683;202;2.53;34.89;United States;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
28;74502;Financial Management;journal;ISSN 00463892, 1755053;3.753;Q1;56;17;66;437;157;65;1.16;25.71;United States;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
29;80370;Journal of Financial and Quantitative Analysis;journal;ISSN 00221090;3.639;Q1;97;41;111;1507;265;111;2.14;36.76;United Kingdom;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
30;7500153126;Journal of the European Economic Association;journal;ISSN 15424766, 15424774;3.62;Q1;71;55;200;1273;329;199;1.3;23.15;United States;Economics, Econometrics and Finance (miscellaneous) (Q1)
31;17555;Journal of Monetary Economics;journal;ISSN 03043932;3.613;Q1;107;136;257;3824;425;232;1.76;28.12;Netherlands;"Economics and Econometrics (Q1); Finance (Q1)"
32;18034;World Bank Research Observer;journal;ISSN 02573032, 15646971;3.598;Q1;55;10;30;649;146;30;3.05;64.9;United Kingdom;"Development (Q1); Economics and Econometrics (Q1)"
33;23672;RAND Journal of Economics;journal;ISSN 07416261;3.477;Q1;92;60;144;1613;328;143;1.97;26.88;United States;Economics and Econometrics (Q1)
34;24392;Journal of International Business Studies;journal;ISSN 14786990, 00472506;3.376;Q1;156;75;150;5413;784;131;4.09;72.17;United Kingdom;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
35;20070;Frontiers of Macroeconomics;journal;ISSN 15346021;3.354;Q1;2;0;2;0;3;2;2.0;0.0;United States;Economics, Econometrics and Finance (miscellaneous) (Q1)
36;20635;Journal of Management;journal;ISSN 01492063;3.316;Q1;176;38;137;3937;538;124;3.04;103.61;United States;"Finance (Q1); Strategy and Management (Q1)"
37;14194;Games and Economic Behavior;journal;ISSN 08998256, 10902473;3.265;Q1;79;78;248;1977;478;240;1.94;25.35;United States;"Economics and Econometrics (Q1); Finance (Q1)"
38;23011;Economic Journal;journal;ISSN 14680297, 00130133;3.254;Q1;134;98;239;3267;674;235;2.23;33.34;United States;Economics and Econometrics (Q1)
39;24870;Journal of Human Resources;journal;ISSN 0022166X, 15488004, 0022166;3.227;Q1;86;34;121;1102;286;121;1.74;32.41;United States;"Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
40;29009;Journal of Public Economics;journal;ISSN 00472727;3.191;Q1;115;105;342;3186;783;331;1.88;30.34;Netherlands;"Economics and Econometrics (Q1); Finance (Q1)"
41;16220;Journal of Law and Economics;journal;ISSN 00222186, 15375285;3.148;Q1;71;28;73;1116;162;73;2.12;39.86;United States;"Economics and Econometrics (Q1); Law (Q1)"
42;23666;International Economic Review;journal;ISSN 00206598, 14682354;2.992;Q1;74;54;156;1502;231;156;1.26;27.81;United Kingdom;Economics and Econometrics (Q1)
43;26259;Review of Economic Dynamics;journal;ISSN 10942025, 10966099;2.817;Q1;52;32;115;1058;124;113;1.08;33.06;United States;Economics and Econometrics (Q1)
44;22750;Journal of Economic Geography;journal;ISSN 14682710, 14682702;2.747;Q1;83;33;85;2236;362;83;3.73;67.76;United Kingdom;"Economics and Econometrics (Q1); Geography, Planning and Development (Q1)"
45;20022;Economic Policy;journal;ISSN 14680327, 02664658;2.594;Q1;63;20;52;987;135;44;2.72;49.35;United Kingdom;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
46;16242;Journal of Law, Economics, and Organization;journal;ISSN 87566222, 14657341;2.566;Q1;60;31;64;974;128;64;1.56;31.42;United Kingdom;"Economics and Econometrics (Q1); Law (Q1); Organizational Behavior and Human Resource Management (Q1)"
47;16160;Review of Finance;journal;ISSN 15723097;2.425;Q1;43;21;59;820;90;53;1.41;39.05;United Kingdom;Finance (Q1)
48;18173;Mathematical Finance;journal;ISSN 14679965, 09601627;2.392;Q1;65;27;92;669;152;91;1.44;24.78;United Kingdom;"Accounting (Q1); Applied Mathematics (Q1); Economics and Econometrics (Q1); Finance (Q1); Social Sciences (miscellaneous) (Q1)"
49;15298;Structural Equation Modeling;journal;ISSN 10705511, 15328007;2.383;Q1;79;29;92;983;264;92;2.17;33.9;United States;"Decision Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Modeling and Simulation (Q1); Sociology and Political Science (Q1)"
50;14834;Journal of Development of Economics;journal;ISSN 03043878;2.373;Q1;115;91;215;3128;405;213;1.42;34.37;Netherlands;"Development (Q1); Economics and Econometrics (Q1)"
51;17528;Journal of Financial Markets;journal;ISSN 13864181;2.331;Q1;49;15;51;571;76;51;1.24;38.07;Netherlands;"Economics and Econometrics (Q1); Finance (Q1)"
52;15495;Finance and Stochastics;journal;ISSN 09492984, 14321122;2.314;Q1;36;27;88;597;167;88;1.63;22.11;Germany;"Finance (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
53;23835;Journal of Business;journal;ISSN 00219398;2.283;Q1;81;0;234;0;432;234;1.71;0.0;United States;"Business and International Management (Q1); Economics and Econometrics (Q1); Statistics, Probability and Uncertainty (Q1)"
54;24389;Journal of Industrial Economics;journal;ISSN 00221821, 14676451;2.28;Q1;67;28;69;761;122;68;1.42;27.18;United Kingdom;"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)"
55;24385;Journal of the Academy of Marketing Science;journal;ISSN 00920703;2.262;Q1;139;36;118;1610;382;116;2.51;44.72;United States;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
56;29113;Contemporary Accounting Research;journal;ISSN 08239150;2.226;Q1;77;44;114;1968;164;110;1.32;44.73;United States;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
57;100147318;Entrepreneurship: Theory and Practice;journal;ISSN 15406520, 10422587;2.212;Q1;107;52;112;2927;378;100;3.55;56.29;United States;"Business and International Management (Q1); Economics and Econometrics (Q1)"
58;145695;Journal of Financial Econometrics;journal;ISSN 14798417, 14798409;2.177;Q1;33;19;51;733;71;48;1.48;38.58;United Kingdom;"Economics and Econometrics (Q1); Finance (Q1)"
59;20038;Advances in Macroeconomics;journal;ISSN 15346013;2.159;Q1;7;0;6;0;15;6;2.8;0.0;United States;Economics, Econometrics and Finance (miscellaneous) (Q1)
60;145211;Asia Pacific Journal of Management;journal;ISSN 02174561, 15729958;2.128;Q1;60;33;76;1905;297;74;4.38;57.73;United States;"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Strategy and Management (Q1)"
61;27365;World Bank Economic Review;journal;ISSN 1564698, 02586770;2.127;Q1;77;25;57;730;136;57;2.1;29.2;United Kingdom;"Accounting (Q1); Development (Q1); Economics and Econometrics (Q1); Finance (Q1)"
62;20749;European Economic Review;journal;ISSN 00142921;2.083;Q1;110;90;253;3057;408;251;1.44;33.97;Netherlands;"Economics and Econometrics (Q1); Finance (Q1)"
63;29374;Energy Economics;journal;ISSN 18736181, 01409883;2.081;Q1;109;73;151;1974;412;145;2.15;27.04;Netherlands;"Economics and Econometrics (Q1); Energy (miscellaneous) (Q1)"
64;27162;Journal of Business and Economic Statistics;journal;ISSN 07350015, 15372707;1.965;Q1;80;42;129;1344;185;109;1.35;32.0;United Kingdom;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
65;26043;Economy and Society;journal;ISSN 14695766, 03085147;1.961;Q1;78;26;84;1562;252;82;2.56;60.08;United Kingdom;"Business and International Management (Q1); Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Social Sciences (miscellaneous) (Q1)"
66;23352;Journal of Environmental Economics and Management;journal;ISSN 10960449, 00950696;1.886;Q1;101;46;160;1331;422;160;1.91;28.93;United States;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
67;28527;Experimental Economics;journal;ISSN 15736938, 13864157;1.867;Q1;42;37;64;684;91;62;1.19;18.49;Netherlands;Economics, Econometrics and Finance (miscellaneous) (Q1)
68;28092;Economic Geography;journal;ISSN 00130095;1.852;Q1;71;18;51;1389;139;49;2.61;77.17;United Kingdom;"Economics and Econometrics (Q1); Geography, Planning and Development (Q1)"
69;28964;Journal of Applied Econometrics;journal;ISSN 10991255, 08837252;1.833;Q1;81;61;165;2096;258;162;1.51;34.36;United States;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
70;17557;Journal of Money, Credit and Banking;journal;ISSN 00222879, 15384616;1.829;Q1;91;96;216;3267;364;211;1.25;34.03;United States;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
71;28561;Auditing;journal;ISSN 02780380;1.784;Q1;58;16;60;705;130;57;1.22;44.06;United States;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
72;30060;World Development;journal;ISSN 0305750, 0305750X;1.778;Q1;140;126;350;6161;1062;346;2.59;48.9;United Kingdom;"Development (Q1); Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)"
73;145595;American Law and Economics Review;journal;ISSN 14657252, 14657260;1.735;Q1;26;13;40;377;48;37;1.3;29.0;United Kingdom;"Finance (Q1); Law (Q1)"
74;19165;International Journal of Production Economics;journal;ISSN 09255273;1.704;Q1;141;224;542;6101;1412;532;2.06;27.24;Netherlands;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1)"
75;23930;Conflict Management and Peace Science;journal;ISSN 07388942;1.69;Q1;32;21;67;815;76;66;0.91;38.81;United States;"Economics and Econometrics (Q1); Political Science and International Relations (Q1)"
76;100147317;Journal of Supply Chain Management;journal;ISSN 15232409;1.68;Q1;71;18;56;1015;156;55;2.03;56.39;United States;"Economics, Econometrics and Finance (miscellaneous) (Q1); Information Systems (Q1); Management Information Systems (Q1); Marketing (Q1)"
77;17496;Journal of Corporate Finance;journal;ISSN 09291199;1.638;Q1;77;47;112;1849;281;111;2.28;39.34;Netherlands;"Business and International Management (Q1); Economics and Econometrics (Q1); Finance (Q1); Strategy and Management (Q1)"
78;28996;Journal of Financial Intermediation;journal;ISSN 10429573, 10960473;1.633;Q1;63;21;67;931;125;59;1.37;44.33;United States;"Economics and Econometrics (Q1); Finance (Q1)"
79;24849;Scandinavian Journal of Economics;journal;ISSN 03470520, 14679442;1.625;Q1;55;30;116;895;151;113;1.03;29.83;United Kingdom;Economics and Econometrics (Q1)
80;28464;Econometric Theory;journal;ISSN 02664666, 14694360;1.612;Q1;58;52;173;1383;178;170;0.79;26.6;United Kingdom;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
81;24406;Journal of Urban Economics;journal;ISSN 00941190, 10959068;1.602;Q1;89;51;166;1338;264;166;1.31;26.24;United States;"Economics and Econometrics (Q1); Urban Studies (Q1)"
82;17500155110;Foundations and Trends in Entrepreneurship;journal;ISSN 15513114, 15513122;1.582;Q1;24;4;8;456;23;8;2.88;114.0;United States;"Business and International Management (Q1); Economics and Econometrics (Q1)"
83;18900;Journal of Transport Economics and Policy;journal;ISSN 00225258;1.546;Q1;46;24;60;511;82;59;1.05;21.29;United Kingdom;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1); Transportation (Q1)"
84;18111;Insurance: Mathematics and Economics;journal;ISSN 01676687;1.528;Q1;62;63;199;1357;225;193;1.02;21.54;Netherlands;"Economics and Econometrics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
85;21203;Longe Range Planning;journal;ISSN 00246301;1.524;Q1;81;33;101;1509;196;84;2.06;45.73;United Kingdom;"Finance (Q1); Geography, Planning and Development (Q1); Strategy and Management (Q1)"
86;28528;Explorations in Economic History;journal;ISSN 00144983;1.519;Q1;36;35;72;1332;71;71;0.73;38.06;United States;"Economics and Econometrics (Q1); History (Q1)"
87;25654;Post-Soviet Affairs;journal;ISSN 1060586, 1060586X;1.491;Q1;36;16;44;722;49;43;1.16;45.13;United Kingdom;"Economics and Econometrics (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
88;17499;Journal of Empirical Finance;journal;ISSN 09275398;1.477;Q1;63;35;86;1293;149;81;1.31;36.94;Netherlands;"Economics and Econometrics (Q1); Finance (Q1)"
89;14122;Economic Development and Cultural Change;journal;ISSN 00130079, 15392988;1.476;Q1;59;25;99;986;146;96;1.22;39.44;United States;"Development (Q1); Economics and Econometrics (Q1)"
90;27614;Resources and Energy Economics;journal;ISSN 09287655;1.474;Q1;57;20;61;437;131;59;1.3;21.85;Netherlands;Economics and Econometrics (Q1)
91;29391;Energy Journal;journal;ISSN 01956574;1.465;Q1;64;30;130;727;258;129;1.81;24.23;United States;"Economics and Econometrics (Q1); Energy (miscellaneous) (Q1)"
92;20043;Scandinavian Actuarial Journal;journal;ISSN 03461238, 16512030;1.434;Q1;30;18;68;330;73;68;1.07;18.33;United Kingdom;"Economics and Econometrics (Q1); Statistics, Probability and Uncertainty (Q1); Statistics and Probability (Q2)"
93;28979;Journal of Economic History;journal;ISSN 00220507, 14716372;1.434;Q1;50;44;122;1747;115;111;0.9;39.7;United Kingdom;"Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1)"
94;28148;Eurasian Geography and Economics;journal;ISSN 15387216;1.38;Q1;36;39;100;2060;162;97;1.85;52.82;United Kingdom;"Economics and Econometrics (Q1); Geography, Planning and Development (Q1)"
95;28988;Journal of Economics and Management Strategy;journal;ISSN 10586407, 15309134;1.38;Q1;58;37;105;1094;150;101;1.43;29.57;United Kingdom;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
96;23865;Journal of Economic Behavior and Organization;journal;ISSN 01672681;1.375;Q1;94;113;309;3338;432;291;1.24;29.54;Netherlands;"Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1)"
97;24900;Real Estate Economics;journal;ISSN 10808620, 15406229;1.369;Q1;52;24;78;704;107;77;1.12;29.33;United Kingdom;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
98;28488;Economic Theory;journal;ISSN 14320479, 09382259;1.361;Q1;49;138;332;2681;262;331;0.79;19.43;Germany;Economics and Econometrics (Q1)
99;28976;Journal of Economic Dynamics and Control;journal;ISSN 01651889;1.342;Q1;75;153;279;4720;324;273;0.86;30.85;Netherlands;"Applied Mathematics (Q1); Control and Optimization (Q1); Economics and Econometrics (Q1)"
100;24381;Econometric Reviews;journal;ISSN 15324168, 07474938;1.341;Q1;36;32;58;1010;63;56;0.79;31.56;United States;Economics and Econometrics (Q1)
101;6400153171;ASTIN Bulletin;journal;ISSN 05150361, 17831350;1.315;Q1;35;25;79;466;49;75;0.55;18.64;United Kingdom;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
102;28524;European Review of Economic History;journal;ISSN 14740044, 13614916;1.303;Q1;29;13;44;734;46;43;0.73;56.46;United Kingdom;"Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1)"
103;17700156437;Handbook of Economic Forecasting;book serie;ISSN 15740706;1.284;Q1;21;0;19;0;20;18;1.11;0.0;Netherlands;Economics and Econometrics (Q1)
104;16904;International Finance;journal;ISSN 13670271, 14682362;1.276;Q1;34;15;54;333;45;42;1.07;22.2;United Kingdom;"Development (Q1); Finance (Q1); Geography, Planning and Development (Q1)"
105;29011;Journal of Risk and Uncertainty;journal;ISSN 08955646, 15730476;1.27;Q1;62;27;78;1009;110;77;1.16;37.37;Netherlands;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
106;19691;International Journal of Electronic Commerce;journal;ISSN 10864415;1.269;Q1;70;24;84;1142;293;72;2.56;47.58;United States;"Business and International Management (Q1); Economics and Econometrics (Q1)"
107;22902;Oxford Bulletin of Economics and Statistics;journal;ISSN 14680084, 03059049;1.252;Q1;61;37;129;1177;170;125;1.14;31.81;United Kingdom;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
108;28945;Industrial and Corporate Change;journal;ISSN 09606491, 14643650;1.247;Q1;92;38;135;2689;323;123;2.11;70.76;United Kingdom;Economics and Econometrics (Q1)
109;22944;Journal of International Marketing;journal;ISSN 1069031, 15477215, 1069031X;1.238;Q1;73;19;65;1211;135;64;1.47;63.74;United States;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
110;22903;Oxford Economic Papers;journal;ISSN 00307653, 14643812;1.237;Q1;60;32;99;999;197;97;1.27;31.22;United Kingdom;Economics and Econometrics (Q1)
111;17700155025;Handbook of the Economics of Education;book serie;ISSN 15740692;1.23;Q1;25;0;27;0;36;25;1.44;0.0;Netherlands;"Economics and Econometrics (Q1); Education (Q1)"
112;23411;Journal of Industrial Ecology;journal;ISSN 15309290, 10881980;1.229;Q1;80;50;167;1804;386;158;2.26;36.08;United States;"Economics and Econometrics (Q1); Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
113;13530;Journal of the Royal Statistical Society. Series A, (Statistics in Society);journal;ISSN 09641998, 1467985;1.227;Q1;67;51;126;1683;223;112;2.13;33.0;United Kingdom;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
114;17533;Journal of International Money and Finance;journal;ISSN 02615606;1.221;Q1;77;68;180;2134;247;174;1.33;31.38;United Kingdom;"Economics and Econometrics (Q1); Finance (Q1)"
115;26261;Review of International Political Economy;journal;ISSN 14664526, 09692290;1.189;Q1;56;36;101;2169;255;101;2.31;60.25;United Kingdom;"Economics and Econometrics (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
116;19600157009;North American Actuarial Journal;journal;ISSN 10920277;1.178;Q1;38;62;167;1218;109;157;0.6;19.65;United Kingdom;"Economics and Econometrics (Q1); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
117;22336;Harvard Business Review;journal;ISSN 00178012;1.174;Q1;154;295;679;21;1217;458;2.17;0.07;United States;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Medicine (miscellaneous) (Q1); Strategy and Management (Q1)"
118;20928;Environmental and Resource Economics;journal;ISSN 09246460;1.163;Q1;77;93;207;3344;299;204;1.53;35.96;Netherlands;"Aerospace Engineering (Q1); Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)"
119;21100781509;Journal of Public Policy and Marketing;journal;ISSN 15477207, 07439156;1.152;Q2;60;34;77;1310;124;75;1.62;38.53;United States;"Business and International Management (Q1); Marketing (Q1); Economics and Econometrics (Q2)"
120;28489;Economics and Politics;journal;ISSN 14680343, 09541985;1.151;Q2;37;18;46;651;65;46;1.1;36.17;United Kingdom;Economics and Econometrics (Q2)
121;22223;Forest Policy and Economics;journal;ISSN 13899341;1.128;Q2;54;63;212;2378;305;207;1.23;37.75;Netherlands;"Forestry (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2)"
122;20290;Ecological Economics;journal;ISSN 09218009;1.1;Q2;161;302;520;12454;1144;501;2.05;41.24;Netherlands;"Environmental Science (miscellaneous) (Q1); Economics and Econometrics (Q2)"
123;17472;Journal of Banking and Finance;journal;ISSN 03784266;1.083;Q1;126;195;444;5920;717;427;1.31;30.36;Netherlands;"Finance (Q1); Economics and Econometrics (Q2)"
124;29104;Small Business Economics;journal;ISSN 0921898, 0921898X, 15730913;1.078;Q2;98;49;188;2508;374;187;1.97;51.18;Netherlands;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q2)"
125;34037;Land Economics;journal;ISSN 00237639;1.063;Q2;73;38;114;1263;175;110;1.32;33.24;United States;"Environmental Science (miscellaneous) (Q1); Economics and Econometrics (Q2)"
126;29170;Critical Perspectives on Accounting;journal;ISSN 10452354, 10959955;1.042;Q1;52;68;180;2476;180;169;0.85;36.41;United States;"Accounting (Q1); Finance (Q1); Information Systems and Management (Q1); Sociology and Political Science (Q1)"
127;28062;International Tax and Public Finance;journal;ISSN 15736970, 09275940;1.035;Q1;43;37;108;1174;158;107;1.23;31.73;Netherlands;"Accounting (Q1); Finance (Q1); Economics and Econometrics (Q2)"
128;23665;International Business Review;journal;ISSN 09695931;1.021;Q1;73;35;115;2365;240;109;2.29;67.57;United Kingdom;"Business and International Management (Q1); Finance (Q1); Marketing (Q1)"
129;69623;American Journal of Agricultural Economics;journal;ISSN 00029092;1.01;Q2;90;107;342;2883;441;318;1.21;26.94;United Kingdom;"Agricultural and Biological Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2)"
130;23715;Science Technology and Human Values;journal;ISSN 01622439;1.005;Q2;61;32;70;1636;170;68;2.0;51.13;United States;"Anthropology (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2)"
131;64461;European Journal of Political Economy;journal;ISSN 01762680;0.985;Q2;65;73;188;1963;281;173;1.18;26.89;Netherlands;"Political Science and International Relations (Q1); Economics and Econometrics (Q2)"
132;19251;Work, Employment and Society;journal;ISSN 09500170;0.983;Q2;64;44;126;1777;266;126;1.75;40.39;United States;"Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1); Accounting (Q2); Economics and Econometrics (Q2)"
133;15139;Regional Science and Urban Economics;journal;ISSN 01660462;0.98;Q2;63;43;116;1257;158;113;1.12;29.23;Netherlands;"Urban Studies (Q1); Economics and Econometrics (Q2)"
134;24353;Journal of Economic Surveys;journal;ISSN 14676419, 09500804;0.979;Q2;76;28;84;2617;138;81;1.52;93.46;United Kingdom;Economics and Econometrics (Q2)
135;21780;Nonlinear Analysis: Real World Applications;journal;ISSN 14681218;0.972;Q1;69;109;185;2294;248;183;1.37;21.05;Netherlands;"Economics, Econometrics and Finance (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Analysis (Q2); Applied Mathematics (Q2); Computational Mathematics (Q2)"
136;14547;Social Choice and Welfare;journal;ISSN 01761714, 1432217;0.969;Q2;42;73;198;1630;128;193;0.67;22.33;Germany;"Social Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2)"
